序,代码,名称,更新日期,总股本,流通A股,人均持股数,每股收益,每股净资产,加权净资产收益率,营业收入,营业收入同比,营业利润,投资收益,利润总额,净利润,净利润同比,未分配利润,每股未分配利润,销售毛利率,总资产,流动资产,固定资产,无形资产,总负债,流动负债,长期负债,资产负债比率,股东权益,股东权益比,公积金,每股公积金,流通B股,H股,上市日期
1592,002053,云南盐化,2015/09/30,2.79亿,1.86亿,1.12万,0.41,6.70,8.00,11.8亿,-4.95,6831万,-62.6万,7056万,7537万,482.89,1.63亿,0.58,41.69,47.9亿,16.1亿,15.6亿,2.62亿,28.6亿,19.4亿,9.20亿,59.83,18.7亿,39.05,13.5亿,4.82,0,0,2006/06/27
1593,002054,德美化工,2015/09/30,4.20亿,3.16亿,1.05万,0.81,4.28,17.36,15.2亿,72.78,3.66亿,2.71亿,4.05亿,3.06亿,332.67,10.9亿,2.60,23.65,25.2亿,11.8亿,5.42亿,7159万,5.20亿,3.13亿,2.07亿,20.64,18.0亿,71.28,1.96亿,0.47,0,0,2006/07/25
1594,002055,得润电子,2015/09/30,4.51亿,4.03亿,1.03万,0.22,3.81,6.12,24.6亿,29.85,9591万,-33.5万,1.03亿,9526万,0.07,5.85亿,1.30,16.15,51.7亿,35.0亿,8.02亿,1.60亿,33.6亿,28.2亿,5.39亿,64.97,17.2亿,33.19,6.48亿,1.44,0,0,2006/07/25
1595,002056,横店东磁,2015/09/30,4.11亿,4.11亿,1.45万,0.65,8.40,7.93,28.8亿,7.63,2.98亿,1601万,3.17亿,2.66亿,1.42,14.0亿,3.41,23.73,51.3亿,30.4亿,16.0亿,2.56亿,16.7亿,10.3亿,6.40亿,32.60,34.5亿,67.31,14.0亿,3.40,0,0,2006/08/02
1596,002057,中钢天源,2015/09/30,1.99亿,1.99亿,1.55万,0.07,2.55,2.83,2.26亿,-12.99,334万,-3.48万,1585万,1424万,-21.19,6895万,0.35,18.36,6.04亿,3.49亿,1.74亿,6611万,9504万,8530万,974万,15.74,5.09亿,84.26,2.25亿,1.13,0,0,2006/08/02
1597,002058,威 尔 泰,2015/09/30,1.43亿,1.43亿,1.24万,-0.06,1.29,-4.22,6582万,-19.00,-1009万,33.7万,-784万,-808万,-1424.37,2474万,0.17,37.37,2.31亿,1.72亿,3465万,1045万,4199万,3853万,345万,18.17,1.85亿,80.27,37.5万,0.00,0,0,2006/08/02
1598,002059,云南旅游,2015/09/30,7.31亿,4.30亿,9426,0.06,2.24,2.83,8.29亿,71.43,5294万,243万,5553万,4565万,291.69,2.55亿,0.35,28.72,40.2亿,23.9亿,5.93亿,3.61亿,20.7亿,15.6亿,5.09亿,51.49,16.4亿,40.66,5.70亿,0.78,0,0,2006/08/10
1599,002060,粤 水 电,2015/09/30,6.01亿,6.01亿,8132,0.11,4.26,2.65,41.7亿,11.36,8759万,352万,9306万,6724万,1.34,6.39亿,1.06,12.89,137亿,63.6亿,48.1亿,7118万,112亿,52.0亿,59.6亿,81.17,25.6亿,18.64,12.0亿,2.00,0,0,2006/08/10
1600,002061,江山化工,2015/09/30,4.53亿,4.09亿,6533,-0.19,2.15,-8.56,17.9亿,-1.20,-7957万,0,-7750万,-8733万,0.00,-1.59亿,-0.35,8.16,26.8亿,7.88亿,15.8亿,3.04亿,17.1亿,12.7亿,4.37亿,63.60,9.77亿,36.40,5.49亿,1.21,0,0,2006/08/16
1601,002062,宏润建设,2015/09/30,7.88亿,6.70亿,1.48万,0.19,2.96,6.58,59.4亿,7.78,1.83亿,-637万,1.80亿,1.52亿,9.89,11.8亿,1.49,10.87,145亿,121亿,11.4亿,3159万,118亿,103亿,15.2亿,81.49,23.3亿,16.14,3934万,0.05,0,0,2006/08/16
1602,002063,远光软件,2015/09/30,5.97亿,5.06亿,1.14万,0.20,2.85,7.31,7.08亿,20.21,1.10亿,-275万,1.35亿,1.23亿,-13.92,8.33亿,1.40,69.72,19.9亿,15.2亿,2.06亿,874万,2.48亿,1.28亿,1.20亿,12.47,17.0亿,85.37,1.95亿,0.33,0,0,2006/08/23
1603,002064,华峰氨纶,2015/09/30,16.8亿,15.1亿,1.58万,0.15,2.00,7.74,18.9亿,8.24,2.98亿,97.3万,2.98亿,2.54亿,-15.89,14.1亿,0.84,28.94,51.3亿,21.0亿,17.2亿,2.89亿,17.8亿,12.4亿,5.40亿,34.66,33.5亿,65.34,1969万,0.01,0,0,2006/08/23
1604,002065,东华软件,2015/09/30,15.6亿,13.5亿,1.79万,0.38,4.83,5.96,31.2亿,-1.07,6.06亿,2.03亿,6.65亿,6.02亿,8.61,30.6亿,1.95,32.01,103亿,72.1亿,4.78亿,1.99亿,26.4亿,24.9亿,1.45亿,25.60,75.6亿,73.34,23.0亿,1.47,0,0,2006/08/23
1605,002066,瑞泰科技,2015/09/30,2.31亿,2.31亿,4712,-0.06,1.88,-3.32,14.1亿,-8.40,618万,0,1954万,-1470万,-280.86,1718万,0.07,23.74,36.0亿,25.0亿,7.79亿,2.09亿,26.8亿,24.5亿,2.31亿,74.32,4.35亿,12.08,1.65亿,0.71,0,0,2006/08/23
1606,002067,景兴纸业,2015/09/30,10.9亿,9.61亿,1.30万,0.01,2.68,0.25,21.4亿,-1.54,52.6万,2314万,219万,729万,18.19,2.22亿,0.20,14.16,59.5亿,24.4亿,28.3亿,1.96亿,29.3亿,19.3亿,10.1亿,49.34,29.3亿,49.28,15.6亿,1.43,0,0,2006/09/15
1607,002068,黑猫股份,2015/09/30,6.07亿,6.07亿,1.09万,0.03,3.22,0.88,36.6亿,-21.51,2811万,-486万,4044万,1671万,-72.76,4.46亿,0.74,14.63,67.9亿,34.0亿,29.3亿,2.35亿,47.2亿,41.6亿,5.59亿,69.49,19.5亿,28.75,8.50亿,1.40,0,0,2006/09/15
1608,002069,獐 子 岛,2015/09/30,7.11亿,6.81亿,1.14万,0.00,1.59,0.30,20.4亿,2.25,-1.22亿,34.9万,-540万,343万,0.00,-6.83亿,-0.96,15.81,47.0亿,26.1亿,12.7亿,3.19亿,35.5亿,24.0亿,11.5亿,75.45,11.3亿,24.02,8.75亿,1.23,0,0,2006/09/28
1609,002070,众和股份,2015/09/30,6.35亿,5.66亿,1.19万,-0.11,1.22,-8.85,5.23亿,-52.87,-1.05亿,137万,-9123万,-7194万,-248.66,1.15亿,0.18,12.93,28.3亿,13.6亿,6.75亿,3876万,19.9亿,15.5亿,4.47亿,70.39,7.77亿,27.44,0,0.00,0,0,2006/10/12
1610,002071,长城影视,2015/09/30,5.25亿,3.14亿,7206,0.15,1.77,8.77,4.68亿,138.62,1.32亿,0,1.68亿,7803万,40.53,7.65亿,1.46,40.85,27.2亿,13.7亿,8325万,1.14亿,16.5亿,15.5亿,9465万,60.62,9.29亿,34.16,-4.08亿,-0.78,0,0,2006/10/12
1611,002072,凯瑞德,2015/09/30,1.76亿,1.76亿,6000,-0.42,0.64,-50.21,6663万,-86.43,-7428万,-402万,-7428万,-7428万,0.00,-2.93亿,-1.66,-16.00,10.3亿,7.30亿,2.70亿,1636万,9.15亿,9.15亿,0,88.99,1.13亿,11.01,1.92亿,1.09,0,0,2006/10/18
1612,002073,软控股份,2015/09/30,8.19亿,6.23亿,1.13万,0.21,5.03,4.58,18.5亿,-5.93,1.56亿,1.12亿,1.98亿,1.64亿,35.92,19.8亿,2.41,31.96,79.5亿,50.8亿,17.0亿,3.25亿,37.5亿,32.0亿,5.47亿,47.18,41.2亿,51.81,9.06亿,1.11,0,0,2006/10/18
1613,002074,国轩高科,2015/09/30,8.62亿,2.23亿,8455,0.49,3.21,17.63,15.0亿,200.46,3.90亿,797万,4.03亿,3.32亿,257.97,8.33亿,0.97,45.74,54.3亿,34.4亿,9.33亿,2.03亿,26.4亿,22.2亿,4.21亿,48.60,27.6亿,50.94,10.1亿,1.17,0,0,2006/10/18
1614,002075,沙钢股份,2015/09/30,22.1亿,22.1亿,4.74万,-0.03,1.05,-3.10,68.1亿,-11.05,-2964万,-7449万,-1.01亿,-7287万,-239.24,6.65亿,0.30,4.88,69.6亿,30.7亿,33.3亿,4.05亿,28.6亿,27.7亿,9457万,41.09,23.2亿,33.29,2190万,-0.28,0,0,2006/10/25
1615,002076,雪 莱 特,2015/09/30,3.67亿,1.82亿,4081,0.11,2.58,3.72,5.44亿,62.14,3111万,30.2万,3635万,3303万,157.62,8724万,0.24,25.57,13.1亿,7.33亿,2.65亿,7832万,3.39亿,2.82亿,5667万,25.96,9.46亿,72.48,4.95亿,1.35,0,0,2006/10/25
1616,002077,大港股份,2015/09/30,4.10亿,2.52亿,1.66万,-0.04,4.24,-1.03,7.69亿,-37.91,-4236万,5440万,-4015万,-1453万,-139.60,2.84亿,0.69,24.12,55.2亿,40.0亿,3.59亿,8057万,37.1亿,31.6亿,5.57亿,67.27,17.4亿,31.49,9.35亿,2.28,0,0,2006/11/16
1617,002078,太阳纸业,2015/09/30,25.4亿,19.9亿,1.63万,0.17,2.65,7.21,79.3亿,0.80,5.09亿,-1.39亿,6.03亿,4.16亿,32.43,25.2亿,0.99,22.98,192亿,72.0亿,84.9亿,5.31亿,122亿,92.0亿,29.5亿,63.17,67.2亿,34.92,12.0亿,0.47,0,0,2006/11/16
1618,002079,苏州固锝,2015/09/30,7.28亿,7.25亿,1.15万,0.02,1.74,1.04,5.93亿,-14.34,1076万,-252万,1235万,1325万,-60.14,2.44亿,0.34,13.40,14.9亿,9.01亿,4.47亿,1976万,2.09亿,1.95亿,1398万,14.00,12.7亿,85.08,2.30亿,0.32,0,0,2006/11/16
1619,002080,中材科技,2015/09/30,4.00亿,4.00亿,1.68万,0.68,6.89,10.27,41.9亿,47.69,2.76亿,42.5万,3.82亿,2.74亿,282.17,8.88亿,2.22,21.45,86.0亿,54.9亿,21.7亿,3.74亿,55.9亿,49.3亿,6.64亿,65.00,27.6亿,32.07,14.0亿,3.50,0,0,2006/11/20
1620,002081,金 螳 螂,2015/09/30,17.6亿,16.8亿,2.47万,0.76,4.74,17.00,146亿,0.08,15.8亿,9647万,15.9亿,13.4亿,1.45,58.8亿,3.34,17.74,242亿,212亿,11.0亿,8839万,158亿,150亿,7.46亿,65.03,83.6亿,34.47,1.59亿,0.09,0,0,2006/11/20
1621,002082,栋梁新材,2015/09/30,2.38亿,1.92亿,8907,0.30,5.65,5.36,82.9亿,-2.64,8257万,65.5万,8545万,7057万,-8.25,7.80亿,3.28,1.97,16.3亿,11.0亿,4.57亿,5912万,2.72亿,2.60亿,1145万,16.73,13.4亿,82.70,2.42亿,1.02,0,0,2006/11/20
1622,002083,孚日股份,2015/09/30,9.08亿,8.45亿,8863,0.24,3.19,7.61,31.7亿,-6.99,3.10亿,2422万,3.02亿,2.15亿,37.55,5.93亿,0.65,21.90,68.4亿,32.7亿,28.6亿,3.23亿,39.4亿,33.0亿,6.36亿,57.65,28.9亿,42.32,12.6亿,1.39,0,0,2006/11/24
1623,002084,海鸥卫浴,2015/09/30,4.56亿,3.70亿,8463,0.10,1.82,5.15,12.7亿,6.31,4716万,-1213万,5067万,4502万,73.21,3.30亿,0.72,20.99,16.6亿,10.4亿,4.90亿,6352万,8.00亿,5.60亿,2.40亿,48.16,8.31亿,49.99,2662万,0.06,0,0,2006/11/24
1624,002085,万丰奥威,2015/09/30,8.58亿,8.28亿,3.58万,0.48,2.76,19.04,41.4亿,3.93,5.77亿,2046万,5.78亿,4.12亿,36.08,13.4亿,1.56,25.47,57.1亿,28.1亿,11.2亿,6.64亿,28.3亿,18.8亿,9.54亿,49.60,23.7亿,41.50,570万,0.01,0,0,2006/11/28
1625,002086,东方海洋,2015/09/30,2.44亿,2.38亿,9434,0.18,5.94,3.05,4.95亿,12.34,3982万,0,4413万,4354万,16.32,4.59亿,1.88,27.03,29.8亿,15.6亿,13.0亿,4795万,15.1亿,12.2亿,2.89亿,50.55,14.5亿,48.53,6.83亿,2.80,0,0,2006/11/28
1626,002087,新野纺织,2015/09/30,5.20亿,5.20亿,1.04万,0.19,3.86,5.13,21.1亿,-11.54,5431万,-26.2万,1.24亿,1.01亿,91.80,7.74亿,1.49,15.33,61.2亿,31.8亿,21.6亿,1.76亿,41.1亿,20.3亿,20.8亿,67.17,20.1亿,32.83,6.01亿,1.16,0,0,2006/11/30
1627,002088,鲁阳节能,2015/09/30,2.34亿,1.33亿,7643,0.15,6.75,2.15,7.81亿,-8.25,2874万,5.76万,3978万,3394万,-33.91,6.84亿,2.92,29.88,20.6亿,10.6亿,7.19亿,1.45亿,4.79亿,4.63亿,1581万,23.28,15.8亿,76.72,5.38亿,2.30,0,0,2006/11/30
1628,002089,新 海 宜,2015/09/30,6.87亿,4.76亿,1.10万,0.17,2.72,6.51,12.6亿,103.37,1.09亿,1914万,1.36亿,1.19亿,37.01,7.37亿,1.07,25.48,45.2亿,23.5亿,8.08亿,2.12亿,25.6亿,22.0亿,3.58亿,56.65,18.7亿,41.30,3.66亿,0.53,0,0,2006/11/30
1629,002090,金智科技,2015/09/30,2.30亿,1.95亿,9477,0.47,4.44,13.26,8.44亿,4.37,8544万,5062万,1.13亿,1.01亿,89.96,4.03亿,1.75,31.85,22.7亿,15.2亿,2.11亿,2488万,11.8亿,8.61亿,3.18亿,51.92,10.1亿,44.28,3.29亿,1.43,0,0,2006/12/08
1630,002091,江苏国泰,2015/09/30,3.60亿,3.49亿,1.50万,0.51,4.66,11.46,48.1亿,9.90,2.49亿,1103万,2.53亿,1.84亿,10.69,11.1亿,3.08,13.56,33.6亿,26.0亿,3.80亿,5504万,15.5亿,15.2亿,2931万,46.19,16.8亿,50.02,4822万,0.13,0,0,2006/12/08
1631,002092,中泰化学,2015/09/30,13.9亿,12.4亿,1.69万,0.04,6.28,0.57,109亿,33.51,-2012万,-3570万,1.93亿,4994万,-80.14,13.9亿,1.00,23.18,366亿,90.2亿,217亿,5.96亿,261亿,141亿,120亿,71.47,87.3亿,23.87,56.9亿,4.09,0,0,2006/12/08
1632,002093,国脉科技,2015/09/30,8.65亿,8.53亿,1.15万,0.03,1.53,1.86,3.00亿,19.86,1624万,-307万,2280万,2449万,-32.82,3.93亿,0.45,65.86,26.6亿,13.7亿,5.12亿,1.35亿,13.3亿,5.60亿,7.67亿,49.91,13.2亿,49.67,1222万,0.01,0,0,2006/12/15
1633,002094,青岛金王,2015/09/30,3.22亿,3.22亿,1.59万,0.25,2.21,12.08,9.91亿,5.41,1.20亿,1601万,1.23亿,8109万,70.70,3.59亿,1.11,23.38,17.5亿,11.3亿,1.70亿,1189万,9.93亿,7.95亿,1.99亿,56.85,7.13亿,40.81,1583万,0.05,0,0,2006/12/15
1634,002095,生 意 宝,2015/09/30,2.53亿,2.51亿,5638,0.08,1.97,4.32,1.19亿,-4.75,2652万,-125万,2644万,2134万,-27.34,1.99亿,0.79,76.46,5.92亿,4.29亿,7066万,0,8152万,7791万,361万,13.76,4.97亿,83.95,1174万,0.05,0,0,2006/12/15
1635,002096,南岭民爆,2015/09/30,3.71亿,2.64亿,1.87万,0.23,5.89,4.11,12.8亿,7.43,1.24亿,45.2万,1.27亿,8654万,-25.76,8.91亿,2.40,39.18,35.2亿,13.8亿,9.11亿,4.20亿,12.3亿,11.0亿,1.28亿,34.88,21.9亿,62.19,6.48亿,1.75,0,0,2006/12/22
1636,002097,山河智能,2015/09/30,7.55亿,6.29亿,9442,-0.02,3.16,-0.60,11.5亿,-17.50,-7466万,-49.4万,-1504万,-1445万,-226.15,5.44亿,0.72,28.37,74.9亿,57.8亿,10.3亿,4.99亿,50.5亿,49.6亿,8907万,67.46,23.9亿,31.92,9.68亿,1.28,0,0,2006/12/22
1637,002098,浔兴股份,2015/09/30,3.10亿,1.99亿,7128,0.20,2.36,8.59,7.85亿,-0.26,7003万,73.0万,7510万,6070万,-9.30,3.11亿,1.00,30.89,14.4亿,6.31亿,5.35亿,7849万,7.07亿,7.02亿,486万,49.17,7.31亿,50.83,5675万,0.18,0,0,2006/12/22
1638,002099,海翔药业,2015/09/30,7.60亿,3.20亿,5171,0.59,4.62,13.44,18.8亿,123.21,5.30亿,-125万,5.40亿,4.51亿,5673.56,5.10亿,0.67,48.04,43.8亿,15.3亿,11.6亿,4.12亿,8.77亿,7.15亿,1.62亿,20.05,35.1亿,80.19,23.5亿,3.09,0,0,2006/12/26
1639,002100,天康生物,2015/09/30,9.63亿,4.73亿,6743,0.22,2.41,9.48,31.6亿,5.26,2.11亿,2956万,2.32亿,2.11亿,45.23,6.79亿,0.71,20.17,37.4亿,20.2亿,12.8亿,1.39亿,13.9亿,12.4亿,1.49亿,37.21,23.2亿,61.99,5.64亿,0.59,0,0,2006/12/26
1640,002101,广东鸿图,2015/09/30,1.92亿,1.92亿,1.57万,0.46,7.42,6.40,16.2亿,-1.55,1.02亿,0,1.04亿,8902万,-8.84,4.48亿,2.34,22.42,27.1亿,13.2亿,9.78亿,1.09亿,12.9亿,11.4亿,1.54亿,47.57,14.2亿,52.43,6.98亿,3.64,0,0,2006/12/29
1641,002102,冠福股份,2015/09/30,7.29亿,2.57亿,6333,0.07,3.67,2.29,9.89亿,-19.45,4198万,-64.4万,7398万,5382万,4525.12,1.89亿,0.26,29.15,48.7亿,14.9亿,6.88亿,2.87亿,21.7亿,17.1亿,4.56亿,44.57,26.7亿,54.93,16.8亿,2.30,0,0,2006/12/29
1642,002103,广博股份,2015/09/30,3.05亿,1.71亿,1.53万,0.21,5.21,4.72,9.82亿,50.87,5991万,646万,6360万,5333万,452.27,2.78亿,0.91,20.66,19.4亿,7.12亿,2.72亿,9311万,3.47亿,3.41亿,605万,17.85,15.9亿,81.80,9.59亿,3.14,0,0,2007/01/10
1643,002104,恒宝股份,2015/09/30,7.13亿,5.72亿,8499,0.32,2.00,16.80,12.5亿,23.72,2.17亿,2792万,2.40亿,2.26亿,25.13,5.03亿,0.70,34.90,18.1亿,12.2亿,3.32亿,2617万,3.87亿,3.81亿,539万,21.32,14.3亿,78.68,8918万,0.13,0,0,2007/01/10
1644,002105,信隆实业,2015/09/30,3.69亿,3.69亿,1.10万,-0.13,1.25,-9.86,10.0亿,-14.59,-5327万,82.5万,-5318万,-4859万,-3277.45,-1882万,-0.05,13.95,13.1亿,7.18亿,4.58亿,8308万,7.98亿,7.39亿,5885万,60.71,4.59亿,34.96,6092万,0.17,0,0,2007/01/12
1645,002106,莱宝高科,2015/09/30,7.06亿,6.91亿,1.15万,-0.19,5.54,-3.37,16.4亿,-1.90,-1.74亿,383万,-1.64亿,-1.34亿,-602.30,8.32亿,1.18,1.96,46.8亿,24.2亿,18.3亿,1.54亿,7.12亿,4.81亿,2.32亿,15.22,39.1亿,83.51,20.8亿,2.94,0,0,2007/01/12
1646,002107,沃华医药,2015/09/30,3.61亿,1.68亿,3940,0.17,1.27,8.78,3.41亿,8.07,6302万,0,6908万,6139万,252.10,9617万,0.27,71.40,6.53亿,3.41亿,2.14亿,6072万,1.28亿,1.23亿,521万,19.68,4.57亿,70.03,0,0.00,0,0,2007/01/24
1647,002108,沧州明珠,2015/09/30,6.18亿,5.78亿,1.09万,0.25,2.80,9.31,15.8亿,1.60,2.04亿,433万,2.05亿,1.55亿,28.80,5.72亿,0.92,23.27,27.1亿,15.8亿,8.38亿,8690万,9.62亿,9.27亿,3501万,35.45,17.3亿,63.84,4.51亿,0.73,0,0,2007/01/24
